"ID"	"EUPHEMISM"	"MEANING_IN_CHINESE"	"FIGURATIVE_TYPE"	"EXAMPLE"
"DD-0539"	"终"	"死亡"	"Metaphor"	"父亲终年三十四岁。 (HDC 2010)"
"DD-0540"	"属纩"	"临终"	"Metonymy"	"郭沫若 《落叶·第二十一信》 ： “人到属纩时的惨状我凝视过的回数很多。”"
"DD-0541"	"转身"	"死亡"	"Metaphor "	"明 · 李贽 《又与周友山书》： “至于转身之后，或遂为登临之会，或遂为读书之所，或遂为瓦砾之场，则非智者所能逆为之图矣。”"
"DD-0542"	"走"	"死亡"	"Metaphor"	"老人撒手走了。(GF 2014)"
"DD-0543"	"走上不归路"	"死亡"	"Metaphor"	"你一定要走上这条不归路，我也没办法，反正我劝过你了。[https://www.mybook285.com/ysyz/qjdy/114.htm]"
"DD-0544"	"走完人生的路程"	"死亡"	"Metaphor"	"1958年，我未满周岁，父亲刚刚28岁就走完了他人生的路程 。(BCC)"
"DD-0545"	"卒"	"死亡"	"Metaphor"	"张旭，字伯高，吴郡人，世称张长史，生卒年月不详	。(BCC)"
"DD-0546"	"钻土"	"死亡"	"Metonymy"	"等你出得了头，我已经钻土了。(Zhang 1996, p. 35)"
"DD-0547"	"作古"	"死亡"	"Metaphor"	"抗日战争胜利已经过去５０周年了，东北作家群的先辈们，不少人已经作古	。(BCC)"
"DD-0548"	"作古人"	"死亡"	"Metaphor"	"中山先生不幸于二十二年前即作了古人	，国人失去一思想深刻、眼光远大、性情宽厚的领导者。(BCC)"
"DD-0549"	"坐化"	"死亡"	"Metaphor"	"赵熙 《长城魂》五： “只有几天，她显然衰老了，仿佛成了一个哑女，仿佛是一个病妇，一个坐化在这泥屋里的信女。” (HDC 2010)"
"DF-0550"	"哀石"	"墓志铭"	"Metonymy"	"宋 · 王安石 《秘阁校理张君墓志铭》： “书此哀石，永詒后人。”"
"DF-0551"	"柏城"	"皇陵"	"Metonymy"	"唐 · 白居易《开成大行皇帝挽歌词奉敕撰进诗》之四： “月低仪仗辞兰路，风引笳簫入柏城。”"
"DF-0552"	"白礼"	"给丧家送的礼金、奠仪"	"Metaphor"	"沙妻擦了一把眼泪，茫然地问：“阿三，你这是干啥？你要送白礼也用不着这么多呀。”(Zhu 2018, p. 6)"
"DF-0553"	"白色消费"	"操办丧事的消费"	"Metaphor"	"丧葬陋俗的复起，“白色消费”的升温，已成为一个不容忽视的社会问题。(Zhu 2018, p. 6)"
"DF-0554"	"拜山"	"扫墓"	"Metonymy"	"你那些废话就留到清明拜山的时候再讲吧。"
"DF-0555"	"白事"	"丧事"	"Metaphor"	"他们马上明白了祁家是落了白事。(CCL)"
"DF-0556"	"白喜"	"高手老人去世"	"Metaphor"	"过世的是一位八十好几的老奶奶………这样的丧事是可以当作喜事来办的，所谓“白喜”就是这个意思。(Zhu 2018, p. 7)"
"DF-0557"	"板子"	"棺材"	"Metonymy"	"捞渣人虽小，行的是大仁义，好歹得用一副板子送他。(Zhu 2018, p. 8)"
"DF-0558"	"北邙"	"墓地或坟墓"	"Metonymy"	"明 · 徐渭《雌木兰：第一出》： “长嗟叹道：‘两口儿北邙近也，女孩儿车坦萧然。’ ”"
"DF-0559"	"本宅"	"自己的坟墓"	"Metaphor"	"清 · 孙枝蔚 《箧中偶检亡友姚山期一绝有作》诗： “笑别相知还本宅，九重泉下不闻鹃。”"
"DF-0560"	"不造"	"父母死亡；父母丧事"	"Metonymy"	"《诗经：周颂：闵予小子》：“闵予小子，遭家不造，嬛嬛在疚。”"
"DF-0561"	"材"	"棺材"	"Metonymy"	"四爷，给他买口好材，别的都是假的。(HDC 2010)"
"DF-0562"	"草土"	"居亲丧"	"Metonymy"	"《续资治通鉴·宋高宗绍兴二十六年》： “浚身在草土，名繫罪籍，要誉而论边事，不恭而违詔书。”"
"DF-0563"	"长生板"	"棺材"	"Reversal"	"买了一副百把银子的长生板，越日就殓他去了。(Zhu 2018, p. 30)"
"DF-0564"	"长生店"	"专门售卖棺材的店铺"	"Reversal"	"广州很早就有棺材铺，雅称“寿枋店”或“长生店”.(BCC)"
"DF-0565"	"长夜台"	"坟墓"	"Metaphor"	"唐 · 白居易 《唐太原白氏之殇墓志铭》： “念尔九岁逝不迴，埋魂閟骨长夜臺。”"
"DF-0566"	"衰绖"	"居丧"	"Metonymy"	"清 · 俞樾 《茶香室续钞：衰绖中行嘉礼》： “按衰絰之中，举行吉礼，此世俗权宜之事。”"
"DF-0567"	"大事"	"丧事"	"Metonymy"	"茅盾 《子夜》十六： “忽然想起夫人的‘大事’也许要赶在他自己做寿之前就会发生。”"
"DF-0568"	"丁艰"	"丧事"	"Metonymy"	"我的父亲中了举人之后就丁艰。(BCC)"
"DF-0569"	"丁忧"	"丧事"	"Metonymy"	"丁忧离任。(BCC)"
"DF-0570"	"读礼"	"居丧"	"Metonymy"	"《二十年目睹之怪现状》第二回：“临去时，执着我的手，嘱咐我回去好好的守制读礼。”"
"DF-0571"	"发送"	"办理丧事，出殡并安葬死者"	"Metonymy"	"刘魁胜家弟兄俩，发送了他爹，携带些细软，带领家口逃进保定域。(Zhu 2018, p. 71)"
"DF-0572"	"奉讳"	"居丧"	"Metonymy"	"到曾府拜会，请他遵旨办团，劝之再三，曾国藩始终没有答应，只说奉讳归家，不宜与闻军事。(Zhu 2018, p. 78)"
"DF-0573"	"杠房"	"专为丧事服务的铺子"	"Metonymy"	"下午回来，在校门外看见杠房里的人，知道柩已来了。(Zhu 2018, p. 82)"
"DF-0574"	"杠夫"	"出葬时抬运棺木的人"	"Metonymy"	"中间还有杠夫抬着的遗容亭，亭中安放孙中山遗像。(CCL)"
"DF-0575"	"缟素"	"丧服"	"Metonymy"	"一身缟素。(GF 2014)"
"DF-0576"	"遘闵"	"居丧"	"Metonymy"	"《文选：潘岳：杨仲武诔》：“子之遘闵，曾未齓髫。”"
"DF-0577"	"归藏"	"归葬"	"Metaphor"	"唐 · 王勃 《为原州赵长史请为亡父度人表》： “今者归藏有日，先远戒期。”"
"DF-0578"	"归骨"	"死后安葬"	"Metonymy"	"历史著名人物则归骨于巴黎的万神庙。(BCC)"
"DF-0579"	"国恤"	"国丧"	"Metonymy"	"《元史：卷二十四．仁宗本纪一》：“朕以国恤方新，诚有未忍。”"
"DF-0580"	"蒿里"	"墓地；阴间"	"Metonymy"	"晋 · 陶渊明《祭程氏妹文》：“死如有知，相见蒿里。”"
"DF-0581"	"蒿薤"	"坟墓"	"Metonymy"	"明 · 徐渭 《问军中之系于国用》诗：“甚者乏继承，馁鬼满蒿薤。”"
"DF-0582"	"后事"	"丧事"	"Metaphor"	"周谷城同志为自己的后事作了周密安排。(Zhu 2018, p. 104)"
"DF-0583"	"坏土"	"坟墓"	"Metonymy"	"清 · 王猷定《汤琵琶传》： “已归省母，母尚健而妇已亡，惟居旁坏土在焉。”"
"DF-0584"	"皇堂"	"皇帝的墓室"	"Metaphor"	"宋 · 叶绍翁 《四朝闻见录：武林》： “﹝朱熹﹞上书建议，乞以武林山为孝宗皇堂。”"
"DF-0585"	"吉地"	"墓地"	"Metonymy"	"《清史稿：卷二九二：高其倬传》：“复召至京师，令从怡亲王勘定太平山谷万年吉地，进世职三等阿思哈尼哈番。”"
"DF-0586"	"吉阡"	"墓地"	"Metonymy"	"明 · 吾邱瑞 《运甓记·牛眠指穴》： “记牛眠，定吉阡，葬后君家福荫绵。”"
"DF-0587"	"吉壤"	"坟地"	"Metonymy"	"《清史稿：礼志十一》：“自 世宗 亲营 泰陵 吉壤，工需动用内帑，并諭毋建石像，惜人力。”"
"DF-0588"	"棘人"	"居丧者"	"Metonymy"	"清 · 周亮工 《清明闻同人各有饮所风雨荒园悽然有感》诗： “燧火偏迷羈旅路，清明独上棘人心。”"
"DF-0589"	"吉祥板"	"棺材"	"Metonymy"	"《廿载繁华梦》第四回： “次日，就由管家寻得一副吉祥板，是 柳州 来的，价银八百元。”"
"DF-0590"	"佳城"	"墓地"	"Metaphor"	"《文选：沈约：冬节后至丞相第诣世子车中诗》： “谁当九原上，郁郁望佳城。”"
"DF-0591"	"艰酷"	"居丧"	"Metonymy"	"《晋书：孝友传论》：“刘殷幼丁艰酷，柴毁逾制。”"
"DF-0592"	"蛟龙玉匣"	"棺材"	"Metaphor"	"《西京杂记》卷一： “汉帝送死，皆珠襦玉匣，匣形如鎧甲，连以金缕。武帝匣上皆鏤为蛟龙、鸞凤、龟麟之象，世谓为‘蛟龙玉匣’。"
"DF-0593"	"金井"	"墓穴；骨瓮"	"Metaphor"	"《喻世明言：卷十六：范巨卿鸡黍死生交》：“因此扶柩到此，众人拽棺入金井，并不能动，因此停住坟前，众都惊怪。”"
"DF-0594"	"苴麻"	"居丧"	"Metonymy"	"《野获编补遗：内阁：阁臣夺情奉差》： “辅臣苴麻，下充賑使，寧不汗颜！此 景泰 四年事。”"
"DF-0595"	"科柏"	"祭扫陵墓"	"Metonymy"	"元 · 陆友 《研北杂志》卷下： “宋巩、洛陵寝，岁以四月科柏，前期遣官奏告。”"
"DF-0596"	"空木"	"棺材"	"Metonymy"	"晋 · 陶潜 《拟挽歌辞》之一：“魂气散何之，枯形寄空木。”"
"DF-0597"	"老衣"	"人死时穿的衣服"	"Metonymy"	"叶圣陶 《潘先生在难中》： “我在这里一点也不怕；如果打仗打到这里来，反正我的老衣早就做好了。”"
"DF-0598"	"料"	"棺材"	"Metonymy"	"周立波 《山乡巨变》上卷二二： “我是阎老五点名的人了，我屋面前的那根杉木，要留着合料。”"
"DF-0599"	"灵床"	"停放尸体的床铺"	"Metonymy"	"父亲安睡在灵床上，双目紧闭……。(CCL)"
"DF-0600"	"灵杠"	"抬棺材的杠子"	"Metonymy"	"梁斌 《红旗谱》二三：“只要一副‘灵杠’，把人抬出去就算了。”"
"DF-0601"	"灵岗"	"墓地"	"Metonymy"	"唐 · 黄滔 《祭司勋孙郎中文》： “今则江湖梗涩，京洛迢遥，权卜灵岗，寓安寿域。”"
"DF-0602"	"陵谷"	"坟墓"	"Metonymy"	"清 · 顾炎武 《十月二十日奉先妣葬于先曾祖兵部侍郎公墓之左》诗： “六十年间事反覆，到今陵谷青模糊，止存松楸八百树，夜夜宿鸟还相呼。”"
"DF-0603"	"灵寝"	"陵墓"	"Metonymy"	"成吉思汗灵寝在移离圣地16年之后,终于重返故里。(CCL)"
"DF-0604"	"陵寝"	"帝王及后妃的坟墓及墓地的宫殿建筑"	"Metonymy"	"对中国帝王陵寝的好奇，就如我对埃及金字塔的痴迷狂热一般。(BCC)"
"DF-0605"	"灵堂"	"停灵柩、放骨灰或设置遗像供人吊唁的屋子"	"Metonymy"	"现在我才明白，为什么肖先生一进灵堂就住口。(BCC)"
"DF-0606"	"灵域"	"墓地"	"Metonymy"	"晋 · 陆云 《晋故散骑常侍陆府君诔》：“龟策协贞，灵域载判。”"
"DF-0607"	"灵辕"	"载运灵柩的车子"	"Metonymy"	"南朝 · 宋 · 颜延之《祭弟文》： “令龟吉兆，祖櫬东旋，灵辕次路，严舟在川。”"
"DF-0608"	"灵宅"	"墓地"	"Metonymy"	"宋 · 苏辙 《东茔老翁井斋僧疏》： “右伏以先君太子太师，兆自东山，躬卜灵宅。”"
"DF-0609"	"六块板"	"棺材"	"Metonymy"	"石英《文明地狱》第二章：“可以说是电闸失灵，是事故。大不了破费几个钱儿，买副六块板呗。”"
"DF-0610"	"埋玉"	"埋葬有才华的人或女子"	"Metaphor"	"《梁书：卷五十：陆云公传》： “不谓华龄，方春掩质，埋玉之恨，抚事多情。”"
"DF-0611"	"蓬颗"	"坟头"	"Metonymy"	"清 · 顾炎武 《霍山》诗：“春雪覆松杉，堂基对蓬颗。”"
"DF-0612"	"千年屋"	"棺材"	"Metaphor"	"不过老太太的千年屋肯定不是大叔口中说的自己用得着的东西。[https://myxsdb.com/xuanhuan/88977/35686.html]"
"DF-0613"	"千岁室"	"坟墓"	"Metaphor"	"宋 · 朱熹 《次延之年兄韵呈伯时季路二兄》： “柏下竟开千岁室，竹间犹插万籤书。”"
"DF-0614"	"寝宫"	"陵墓"	"Metaphor"	"几个人又回到了“寝宫”。到底打不打开棺材？(BCC)"
"DF-0615"	"青松宅"	"坟墓"	"Metonymy"	"唐 · 鲍溶 《途中旅思》诗之一： “朝提黄金爵，暮造青松宅。”"
"DF-0616"	"青台"	"墓穴"	"Metonymy"	"明 · 汤显祖 《牡丹亭：婚走》： “青臺闭，白日开。秀才呵，受的俺三生礼拜。”"
"DF-0617"	"青乌垄"	"墓地"	"Metonymy"	"宋 · 梅尧臣《闻高平公殂谢述哀感旧以助挽歌》之一： “归卜青乌垄，韩城苦雾平。”"
"DF-0618"	"穷泉"	"墓穴"	"Metaphor"	"《文选：潘岳：悼亡诗》：“之子归穷泉，重壤永幽隔。”"
"DF-0619"	"丘陵"	"坟墓"	"Metonymy"	"唐 · 聂夷中《劝酒诗二首之一》：“岁岁松柏茂，日日丘陵多。”"
"DF-0620"	"泉户"	"墓门"	"Metaphor"	"清 · 彭孙贻 《虔台寒食怨诗》： “几人江上共招魂，瘴海青蝇弔泉户。”"
"DF-0621"	"壤树"	"祖先的坟地"	"Metonymy"	"唐 · 刘禹锡 《上杜司徒书》： “小人祖先壤树在京索间，瘠田可耕，陋室未毁。”"
"DF-0622"	"热窝儿"	"新殓的棺材"	"Metaphor"	"《三侠五义》第三六回：“咱家员外遭了此事已是不幸，人人听见该当叹息，替他难受，怎么你还要就热窝儿去偷盗尸首的东西？”"
"DF-0623"	"三尺土"	"坟墓"	"Metonymy"	"清 · 郑燮 《徐君墓》诗：“为表 延陵 万古心，忍负 徐君 三尺土。”"
"DF-0624"	"苫块"	"居丧"	"Metonymy"	"《儒林外史：第一回》：“王冕负土成坟，三年苫块，不必细说。”"
"DF-0625"	"山头"	"墓地的坟头"	"Metonymy"	"《金瓶梅：第十四回》：“那日也教吴月娘办了一桌席，与他山头祭奠。”"
"DF-0626"	"蜃车"	"载棺的丧车"	"Metaphor"	"《周礼：地官：遂师》： “大丧，使帅其属以幄帟先，道野役，及窆抱磨，共丘笼，及蜃车之役。”"
"DF-0627"	"神道"	"墓道"	"Metonymy"	"神道碑。(GF 2014)"
"DF-0628"	"视含"	"送终"	"Metonymy"	"明 · 张居正 《答李石麓相公书》： “弟一别先人，十有九年，生不得侍养焉，没不得视含焉。”"
"DF-0629"	"寿材"	"棺材"	"Reversal"	"尚未到古稀之年，就早早将自己的寿材备好了。(BCC)"
"DF-0630"	"寿宫"	"墓穴"	"Reversal"	"过了两天，是十八日，忽传太后传旨着庆亲王奕劻往普陀峪吉地察视寿宫去了。"
"DF-0631"	"寿具"	"棺材"	"Reversal"	"《水浒传：第二一回》： “王公道：‘恩主时常覷老汉，又蒙与终身寿具，老子今世不能报答，后世做驴做马，报答押司。”"
"DF-0632"	"寿木"	"棺材"	"Reversal"	"听爸爸说，他爷爷生前就把自己的寿木选好了。"
"DF-0633"	"寿器"	"棺材"	"Reversal"	"《西游记：第七十五回》：“将白马卖了，与师父买个寿器送终。”"
"DF-0634"	"寿堂"	"停放死者棺木的厅堂；坟墓"	"Reversal"	"清 · 俞樾《茶香室丛钞：卷十六：寿堂寿神》： “按寿堂，今谓之寿穴。余葬姚夫人，亦自营寿堂。”"
"DF-0635"	"寿穴"	"生前营造的墓穴"	"Reversal"	"王老伯把自己的寿穴选在村口路旁。(BCC)"
"DF-0636"	"寿衣"	"装殓死人的衣服，老年人往往生前做好备用"	"Reversal"	"她的寿衣	、寿材都做好了，就差一张遗像还没有备齐。(BCC)"
"DF-0637"	"寿域"	"生前准备的坟墓"	"Reversal"	"清 · 蒲松龄《聊斋志异：卷五：堪舆》： “宋公卒，……，兄弟两不相下，因负气不为谋，并营寿域。”"
"DF-0638"	"送老"	"安排长辈的丧事"	"Metonymy"	"《儒林外史》第二二回：“快替我穿了送老的衣服，我立刻就要去了。”"
"DF-0639"	"松楸"	"墓地"	"Metonymy"	"清 · 孔尚任 《桃花扇：设朝》： “兵燹难消，松楸多恙，鼎湖弓剑无人葬。”"
"DF-0640"	"松隧"	"墓地"	"Metonymy"	"《宋书：袁湛传》： “世祖大明三年，幸籍田，行经湛墓，下詔曰：‘……朕近巡览千亩，遥瞻松隧，缅惟徽尘，感慕增结。可遣使祭，少申永怀。’”"
"DF-0641"	"送行"	"送别死者"	"Metaphor"	"出殡的那天，成千上万的普通市民涌向街头为他送行。(Zhu 2018, p. 210)"
"DF-0642"	"送终"	"安排长辈的丧事"	"Metaphor"	"为父母尽孝送终。(GF 2014)"
"DF-0643"	"太平间"	" 医院中停放尸体的房间"	"Metonymy"	"话说，联合医院有建太平间，医院里阴气太重了! (BCC)"
"DF-0644"	"土工"	"专司殡葬的人"	"Metonymy"	"鲁迅《彷徨·在酒楼上》： “就在前天，我在城里买了一口小棺材……带着棉絮和被褥，雇了四个土工下乡迁葬去。”"
"DF-0645"	"土骨堆"	"坟墓"	"Metonymy"	"唐 · 韩愈 《饮城南道边古墓》诗： “偶上城南土骨堆，共倾春酒三五盃。”"
"DF-0646"	"土馒头"	"坟墓"	"Metaphor"	"鸿渐指着那些土馒头问：“孙小姐，你相信不相信有鬼？”(Zhu 2018, p. 220)"
"DF-0647"	"土中宅"	"坟墓"	"Metaphor"	"唐 · 孟郊 《达士》诗： “倾产取一醉，富者奈贫何。君看土中宅，富贵无偏颇。”"
"DF-0648"	"外艰"	"父亲的丧事"	"Metonymy"	"唐 · 杨烱《后周青州刺史齐贞公宇文公神道碑》： “公少丁外艰，州党称其孝。”"
"DF-0649"	"万年吉地"	"墓地"	"Reversal"	"《天讨：望帝＜四川讨满洲檄＞》： “那拉氏万年吉地工程，每年百餘万两。”"
"DF-0650"	"喜丧"	"为正常死亡的高寿老人举办的丧事"	"Reversal"	"老奶奶活到八十八，是喜丧，应该吹吹打打的。(Zhu 2018, p. 234)"
"DF-0651"	"匣子"	"棺材"	"Metonymy"	"沉从文 《边城》： “河街上船总顺顺，派人找了一只空船，带了副白木匣子，即刻向碧溪岨撑去。”"
"DF-0652"	"笑丧"	"为正常死亡的高寿老人举办的丧事"	"Reversal"	"笑丧可以采用红色吗？[http://ahkew.blogkaki.net/viewblog-97716/]"
"DF-0653"	"行服"	"居丧"	"Metonymy"	"清 · 王士禛 《池北偶谈：谈献三：重师》： “汉人最重其师，门生故吏，至有弃官行服者。”"
"DF-0654"	"凶具"	"棺材"	"Metonymy"	"清 · 蒲松龄《聊斋志异：卷三：宫梦弼》： “无何，柳病卒，至无以治凶具。”"
"DF-0655"	"凶肆"	"出售丧葬用物的商店"	"Metonymy"	"宋 ·  洪迈《夷坚乙志：卷十：余杭宗女》： “父坚忍人也，愈益怒，不俟所择日至，立呼凶肆之人，舆薪厝火，斧棺而爇之。”"
"DF-0656"	"玄宫"	"帝王坟墓"	"Metaphor"	"姚合 《敬宗皇帝挽词》：“玄宫今一闭，终古柏苍苍。”"
"DF-0657"	"悬剑陇"	"亡友的坟墓"	"Metonymy"	"李隆基《过王濬墓》诗： “不观松柏茂，空余荆棘场。叹嗟悬剑陇，谁识梦刀祥。”"
"DF-0658"	"玄扃"	"墓室"	"Metaphor"	"高启《题晚节堂》诗： “人生百年寿，六十未为晚。胡为凿玄扃，结亭此山阪？”"
"DF-0659"	"玄庐"	"墓室"	"Metaphor"	"三国 · 魏 · 曹植 《曹仲雍诔》逸句： “痛玄庐之虚廓。”"
"DF-0660"	"玄室"	"墓室"	"Metaphor"	"《晋书：卷三十一：后妃传上：武悼杨皇后传》： “爰定宅兆，克成玄室。”"
"DF-0661"	"玄堂"	"陵墓"	"Metaphor"	"南朝 · 齐 · 谢脁《齐敬皇后哀策文》：“翠帟舒阜，玄堂启扉。”"
"DF-0662"	"玄宅"	"墓穴"	"Metaphor"	"明 · 杨慎 《祭黄简肃公文珂》： “乃命司空，载营玄宅。”"
